date,time,latitude,longitude,sec,min,hour,day,month,year,wday,weekend,distance_from_centre,elevation,population_density
02-04-2018,13:31:51,-0.995435,36.775355,51,31,13,2,3,2018,1,0,0.2939509475065527,-46.11319804727532,6317.6
02-08-2018,04:31:40,-0.941985,37.83155,40,31,4,2,7,2018,4,0,1.0712018381915722,-45.280134323043406,6317.6
07-04-2018,09:53:34,-2.117043,36.854516,34,53,9,7,3,2018,6,0,0.8314907308954198,-45.20038881535743,6317.6
06-01-2019,14:54:40,-2.2883,36.348847,40,54,14,6,0,2019,0,1,1.105984506806944,-45.540277945210065,6317.6
16-11-2018,21:04:46,-2.100265,37.134527,46,4,21,16,10,2018,5,0,0.8735421980602882,-44.88084746898798,6317.6
10-09-2018,19:52:42,-1.619784,36.540936,42,52,19,10,8,2018,1,0,0.4329973815094012,-45.67344743324288,6317.6
09-11-2018,06:32:36,-2.947278,36.488575,36,32,6,9,10,2018,5,0,1.6930923714390187,-44.96873580561752,6317.6
06-01-2018,11:22:43,-1.192848,37.378696,43,22,11,6,0,2018,6,0,0.5692116024906725,-45.33242516821194,6317.6
21-04-2018,17:46:01,-1.389132,36.726138,1,46,17,21,3,2018,6,0,0.13730477513182102,-45.68215682964487,6317.6
28-05-2018,00:51:05,-1.579506,36.815148,5,51,0,28,4,2018,1,0,0.29312434445811564,-45.773332011830924,6317.6
10-01-2018,10:12:11,-2.657539,36.525913,11,12,10,10,0,2018,3,0,1.4017538437971186,-45.091668102978986,6317.6
03-02-2018,07:47:30,-2.098834,36.740615,30,47,7,3,1,2018,6,0,0.8160488120749887,-45.44794413648131,6317.6
02-02-2018,06:00:17,-2.921237,37.776708,17,0,6,2,1,2018,5,0,1.8956105740180396,-44.172593087198074,6317.6
09-07-2018,07:07:21,-2.985641,37.102581,21,7,7,9,6,2018,1,0,1.7230457183917094,-44.4482088787112,6317.6
18-08-2018,07:58:53,-2.840072,37.427515,53,58,7,18,7,2018,6,0,1.6692474920613187,-44.25624028817969,6317.6
19-01-2018,05:45:26,-1.753453,37.471876,26,45,5,19,0,2018,5,0,0.804188616249325,-44.81583333081653,6317.6
28-10-2018,17:15:13,-1.79692,36.588234,13,15,17,28,9,2018,0,1,0.559533613004616,-45.86556703804488,6317.6
14-12-2018,07:51:19,-1.969306,37.859835,19,51,7,14,11,2018,5,0,1.2463608672583542,-44.34135596499231,6317.6
29-05-2018,13:29:07,-2.412859,37.431784,7,29,13,29,4,2018,2,0,1.2832068748339072,-44.88425358792507,6317.6
04-10-2018,15:29:21,-2.753657,37.239296,21,29,15,4,9,2018,4,0,1.5267681556650976,-44.617438943753825,6317.6
04-04-2018,01:11:59,-0.853482,37.6001,59,11,1,4,3,2018,3,0,0.8945976010352357,-45.42328853093279,6317.6
05-12-2018,17:49:25,-0.714629,37.289233,25,49,17,5,11,2018,3,0,0.7414195422970751,-45.7151644851162,6317.6
15-06-2018,07:04:03,-2.431326,37.251564,3,4,7,15,5,2018,5,0,1.2245541385541117,-44.596351323708554,6317.6
02-10-2018,03:31:11,-1.484772,36.361106,11,31,3,2,9,2018,2,0,0.49739172930196485,-46.16286734491554,6317.6
09-01-2019,22:27:06,-1.915759,37.807102,6,27,22,9,0,2019,3,0,1.173016211116029,-44.48186379449713,6317.6
01-01-2018,18:17:00,-1.801727,36.880296,0,17,18,1,0,2018,1,0,0.5191834527149343,-45.607443795402396,6317.6
01-02-2018,16:32:42,-0.809602,37.171396,42,32,16,1,1,2018,4,0,0.5939396916337567,-45.95071910098248,6317.6
16-02-2018,22:24:04,-2.60998,36.509998,4,24,22,16,1,2018,5,0,1.3587789871447078,-45.121074160555665,6317.6
12-03-2018,01:22:42,-2.536392,37.564341,42,22,1,12,2,2018,1,0,1.4562598689564308,-44.28583457158974,6317.6
15-03-2018,15:57:09,-1.925789,36.916423,9,57,15,15,2,2018,4,0,0.6470494571514612,-45.15413116485193,6317.6
21-07-2018,16:58:46,-1.899735,37.703826,46,58,16,21,6,2018,6,0,1.0780807925777185,-44.58164027420506,6317.6
16-03-2018,07:01:55,-2.585014,37.287043,55,1,7,16,2,2018,5,0,1.3809988135494538,-44.48807106430199,6317.6
11-12-2018,05:31:07,-3.004982,37.718767,7,31,5,11,11,2018,2,0,1.9407069545876838,-43.90385093411472,6317.6
10-10-2018,01:06:13,-2.324328,37.850377,13,6,1,10,9,2018,3,0,1.464487813345337,-44.19557032448556,6317.6
22-12-2018,00:55:02,-1.715371,36.606383,2,55,0,22,11,2018,6,0,0.4779948346206253,-45.64254957553045,6317.6
16-05-2018,23:21:17,-0.991962,36.677656,17,21,23,16,4,2018,3,0,0.32583156050020673,-45.863615025624654,6317.6
07-01-2019,09:35:45,-1.311905,36.405322,45,35,9,7,0,2019,1,0,0.41269056211282595,-46.03125337786013,6317.6
09-11-2018,16:00:03,-1.745614,37.799369,3,0,16,9,10,2018,5,0,1.0842040241306063,-44.58374216578619,6317.6
26-09-2018,16:38:46,-2.283948,36.828452,46,38,16,26,8,2018,3,0,0.9976221974886085,-45.3151856553008,6317.6
21-02-2018,11:51:45,-2.031252,37.653501,45,51,11,21,1,2018,3,0,1.1199025770365025,-44.556639951586995,6317.6
26-07-2018,12:08:04,-1.010662,36.913308,4,8,12,26,6,2018,4,0,0.2919892219825938,-45.87248344134068,6317.6
26-11-2018,18:04:06,-1.70009,37.614044,6,4,18,26,10,2018,1,0,0.8978152501723292,-44.92444035357167,6317.6
08-10-2018,04:00:38,-2.316655,37.043291,38,0,4,8,9,2018,1,0,1.054777119291086,-44.90480421193874,6317.6
27-09-2018,04:33:56,-2.913888,36.685924,56,33,4,27,8,2018,4,0,1.6327867045030713,-45.16975219243548,6317.6
16-09-2018,15:23:01,-1.20432,37.224339,1,23,15,16,8,2018,0,1,0.41530562025694,-45.2880726212273,6317.6
30-04-2018,13:19:35,-2.527857,37.181028,35,19,13,30,3,2018,1,0,1.2936757217513977,-45.10736149156331,6317.6
10-05-2018,18:42:04,-0.74127,36.670105,4,42,18,10,4,2018,4,0,0.5646223783069528,-46.05865900449069,6317.6
14-08-2018,13:49:25,-1.524961,37.468002,25,49,13,14,7,2018,2,0,0.6931305115380508,-44.911679236850986,6317.6
20-01-2018,08:37:40,-2.148897,37.091966,40,37,8,20,0,2018,6,0,0.9052092388575143,-44.949442884588315,6317.6
15-11-2018,13:51:42,-1.842856,37.511882,42,51,13,15,10,2018,4,0,0.8900599127980106,-44.7005657307345,6317.6
17-06-2018,04:57:56,-1.251772,37.109573,56,57,4,17,5,2018,0,1,0.2943923558603372,-45.36501919463778,6317.6
12-02-2018,15:53:04,-2.330845,37.078746,4,53,15,12,1,2018,1,0,1.0766998725109065,-44.8026124368078,6317.6
12-03-2018,09:27:21,-1.725086,37.63858,21,27,9,12,2,2018,1,0,0.9311725829608593,-44.675496605537106,6317.6
20-12-2018,07:14:28,-1.786479,36.66583,28,14,7,20,11,2018,4,0,0.5225034435762118,-45.5025256339264,6317.6
21-01-2018,08:04:53,-2.146837,36.77093,53,4,8,21,0,2018,0,1,0.8616924059970588,-45.248088500523565,6317.6
06-08-2018,20:20:53,-1.093054,37.648243,53,20,20,6,7,2018,1,0,0.8532131402088249,-45.16636293532745,6317.6
13-09-2018,18:19:21,-2.16151,36.845624,21,19,18,13,8,2018,4,0,0.87558173886965,-45.08415283338711,6317.6
09-05-2018,08:23:03,-1.376554,37.051176,3,23,8,9,4,2018,3,0,0.25072641152060515,-45.40989517890733,6317.6
22-12-2018,16:03:38,-3.027584,36.729036,38,3,16,22,11,2018,6,0,1.7434267908329273,-44.84776820538318,6317.6
22-12-2018,23:11:49,-2.510676,36.82768,49,11,23,22,11,2018,6,0,1.224331657361681,-45.038399003646475,6317.6
05-01-2018,00:37:47,-1.335698,37.427274,47,37,0,5,0,2018,5,0,0.6120405216013056,-45.24908898003884,6317.6
01-12-2018,07:16:26,-1.956139,37.60644,26,16,7,1,11,2018,6,0,1.035098321701374,-44.929943478404155,6317.6
06-07-2018,04:08:56,-2.551482,37.592328,56,8,4,6,6,2018,5,0,1.4836603585976156,-44.37833466905598,6317.6
31-03-2018,23:57:15,-2.735706,37.518348,15,57,23,31,2,2018,6,0,1.6099987677367975,-44.77600178013597,6317.6
21-08-2018,19:36:42,-1.308325,36.830298,42,36,19,21,7,2018,2,0,0.02553710478891478,-45.63477221516343,6317.6
17-07-2018,22:00:33,-0.912467,37.603327,33,0,22,17,6,2018,2,0,0.8705039694912382,-45.123779225631736,6317.6
05-08-2018,15:56:17,-2.994245,37.351788,17,56,15,5,7,2018,0,1,1.789561917330887,-44.347631818377,6317.6
28-03-2018,05:29:02,-1.382461,36.823673,2,29,5,28,2,2018,3,0,0.09628827386551282,-45.86107540850061,6317.6
28-01-2018,23:20:14,-2.749708,36.553021,14,20,23,28,0,2018,0,1,1.4869785447561101,-45.4235771722783,6317.6
19-06-2018,08:16:49,-2.584092,36.929104,49,16,8,19,5,2018,2,0,1.3025169612600065,-44.83238217891514,6317.6
07-12-2018,00:12:17,-1.872863,36.650658,17,12,0,7,11,2018,5,0,0.6096684770438762,-45.50782090267161,6317.6
22-09-2018,08:55:16,-1.43728,37.72089,16,55,8,22,8,2018,6,0,0.916178007141624,-44.827942643578076,6317.6
03-02-2018,14:38:56,-1.578137,36.943096,56,38,14,3,1,2018,6,0,0.31774346198309034,-45.5897628026792,6317.6
16-02-2018,01:22:49,-0.652159,36.992562,49,22,1,16,1,2018,5,0,0.6580208642748346,-45.77739879639205,6317.6
04-03-2018,18:38:29,-1.71767,37.201485,29,38,18,4,2,2018,0,1,0.577633608444834,-45.25473881906473,6317.6
09-03-2018,15:00:15,-2.278232,37.494127,15,0,15,9,2,2018,5,0,1.2008128754577045,-44.5347848521969,6317.6
28-03-2018,02:37:12,-0.836776,37.77127,12,37,2,28,2,2018,3,0,1.0546836151083439,-45.28584179203667,6317.6
23-01-2018,01:58:10,-2.732424,37.795466,10,58,1,23,0,2018,2,0,1.7458455224543774,-44.13197847817602,6317.6
21-02-2018,01:10:35,-1.988782,37.686357,35,10,1,21,1,2018,3,0,1.1174747587328335,-44.55055172046443,6317.6
25-06-2018,16:01:01,-2.016719,36.94756,1,1,16,25,5,2018,1,0,0.7418690197528142,-45.30282254775601,6317.6
07-06-2018,13:55:31,-2.735388,36.885768,31,55,13,7,5,2018,4,0,1.4506193570423636,-44.814887760434345,6317.6
10-03-2018,06:49:13,-0.970843,36.838984,13,49,6,10,2,2018,6,0,0.31629546192919084,-45.79078577514531,6317.6
10-01-2018,05:37:26,-1.082458,37.702999,26,37,5,10,0,2018,3,0,0.9089482795720557,-45.00915789295537,6317.6
05-12-2018,03:32:07,-1.102453,37.771764,7,32,3,5,11,2018,3,0,0.9721013181644175,-45.09798619569986,6317.6
21-02-2018,16:38:43,-0.936504,37.742103,43,38,16,21,1,2018,3,0,0.9888490924428273,-45.040002533322124,6317.6
12-12-2018,21:12:58,-1.084838,36.791976,58,12,21,12,11,2018,3,0,0.20312611011388965,-45.73453671314575,6317.6
18-05-2018,04:30:32,-2.186574,37.623227,32,30,4,18,4,2018,5,0,1.2082944517960024,-44.443333248195785,6317.6
16-12-2018,18:03:59,-0.667026,37.442141,59,3,18,16,11,2018,0,1,0.8798483008411173,-45.38726242072314,6317.6
08-10-2018,16:11:40,-2.520643,37.173084,40,11,16,8,9,2018,1,0,1.2845310380979527,-44.68117134082264,6317.6
01-04-2018,17:15:02,-2.048093,37.852349,2,15,17,1,3,2018,0,1,1.2851765713286234,-44.67691822781353,6317.6
28-07-2018,04:31:37,-1.55988,36.67862,37,31,4,28,6,2018,6,0,0.30660743417275277,-45.90220344137464,6317.6
03-12-2018,19:31:35,-0.579516,37.18518,35,31,19,3,11,2018,1,0,0.7969076433175948,-45.967198420118024,6317.6
04-02-2018,06:05:32,-1.739031,36.513484,32,5,6,4,1,2018,0,1,0.5451074759026885,-45.801034999934444,6317.6
08-02-2018,15:06:24,-1.981809,36.593397,24,6,15,8,1,2018,4,0,0.7305525680442153,-45.46519222647758,6317.6
20-03-2018,16:40:09,-3.026337,36.585891,9,40,16,20,2,2018,2,0,1.7552588233442954,-44.90522176907271,6317.6
05-03-2018,02:40:23,-1.77335,36.974592,23,40,2,5,2,2018,1,0,0.511757772468578,-45.367559921332905,6317.6
10-01-2019,07:34:42,-2.589532,36.977856,42,34,7,10,0,2019,4,0,1.3130059554845903,-44.7618915406692,6317.6
21-04-2018,06:11:49,-2.622284,37.694547,49,11,6,21,3,2018,6,0,1.5982217781024644,-44.21319149453418,6317.6
22-09-2018,06:27:14,-2.041466,36.769049,14,27,6,22,8,2018,6,0,0.756612192741433,-45.33415554726936,6317.6
30-07-2018,14:28:57,-1.725813,37.340128,57,28,14,30,6,2018,1,0,0.6830249562065808,-45.35066686067212,6317.6
04-08-2018,02:45:49,-2.183995,36.992821,49,45,2,4,7,2018,6,0,0.9146207896390722,-45.152044234585205,6317.6
17-03-2018,19:42:09,-2.992601,37.424786,9,42,19,17,2,2018,6,0,1.8111576927239106,-44.16005207659702,6317.6
13-02-2018,23:54:42,-1.270399,37.860959,42,54,23,13,1,2018,2,0,1.0438584759420242,-44.726422567113154,6317.6
08-05-2018,09:31:06,-3.036093,37.675941,6,31,9,8,4,2018,2,0,1.949066620498131,-43.973293286009806,6317.6
06-06-2018,04:25:01,-2.59569,37.75139,1,25,4,6,5,2018,3,0,1.6083958133774174,-44.22324902334473,6317.6
05-08-2018,14:21:49,-2.208837,37.496999,49,21,14,5,7,2018,0,1,1.1458646180417673,-44.68967821133289,6317.6
03-06-2018,00:39:49,-0.59285,37.226861,49,39,0,3,5,2018,0,1,0.8054809964021503,-45.92533577636047,6317.6
21-10-2018,15:19:02,-1.839403,37.53956,2,19,15,21,9,2018,0,1,0.9097226092414128,-44.75338143270352,6317.6
03-03-2018,22:50:24,-1.052085,36.779112,24,50,22,3,2,2018,6,0,0.23738326128225654,-46.02869901404795,6317.6
04-01-2018,15:30:02,-2.156048,37.22686,2,30,15,4,0,2018,4,0,0.9613060116581001,-44.97888241234309,6317.6
14-06-2018,19:46:32,-1.239603,36.894637,32,46,19,14,5,2018,4,0,0.09045361900996941,-45.54792635476256,6317.6
09-12-2018,13:06:05,-1.282724,37.608752,5,6,13,9,11,2018,0,1,0.791537484940547,-45.00024639043989,6317.6
05-08-2018,02:56:09,-1.994761,37.517357,9,56,2,5,7,2018,0,1,0.9959811787077093,-44.79700710273949,6317.6
24-12-2018,23:50:07,-2.164303,36.638513,7,50,23,24,11,2018,1,0,0.8959186656700473,-45.4526561778355,6317.6
31-05-2018,13:18:49,-1.192965,37.67132,49,18,13,31,4,2018,4,0,0.8591913228059308,-45.36137458128891,6317.6
05-05-2018,10:24:44,-2.696456,36.353902,44,24,10,5,4,2018,6,0,1.4842355923269057,-45.326684811755065,6317.6
27-08-2018,10:53:44,-1.717985,36.953464,44,53,10,27,7,2018,1,0,0.4525889054064401,-45.53583175292684,6317.6
10-06-2018,19:45:17,-2.317967,37.568666,17,45,19,10,5,2018,0,1,1.2762522291196998,-44.431514735334865,6317.6
26-02-2018,15:14:38,-1.453943,37.038628,38,14,15,26,1,2018,1,0,0.2776589939854315,-45.54638917397745,6317.6
04-06-2018,12:44:43,-2.455501,37.316336,43,44,12,4,5,2018,1,0,1.2711949714001394,-44.73096555611003,6317.6
30-06-2018,20:50:55,-2.654469,36.663853,55,50,20,30,5,2018,6,0,1.3766500075545705,-45.497129665456235,6317.6
14-11-2018,12:40:16,-1.027668,36.406724,16,40,12,14,10,2018,3,0,0.4852277659429654,-46.072458216773946,6317.6
10-06-2018,16:06:00,-2.224769,36.492729,0,6,16,10,5,2018,0,1,0.9929014958373269,-45.36816019987339,6317.6
18-03-2018,04:03:18,-0.787704,36.449368,18,3,4,18,2,2018,0,1,0.6196805872786392,-46.17961729351754,6317.6
26-09-2018,22:21:00,-1.004201,36.724542,0,21,22,26,8,2018,3,0,0.2970182403573893,-46.04044471955476,6317.6
15-12-2018,07:08:33,-2.041626,37.329751,33,8,7,15,11,2018,6,0,0.9127255211469674,-44.745034307885476,6317.6
16-12-2018,08:22:47,-2.197383,36.426299,47,22,8,16,11,2018,0,1,0.9913282210307535,-45.41936821330834,6317.6
07-08-2018,01:34:55,-2.859615,37.702073,55,34,1,7,7,2018,2,0,1.8049929555474724,-44.07998768966051,6317.6
14-12-2018,18:37:49,-2.24997,37.798614,49,37,18,14,11,2018,5,0,1.375360548526096,-44.23909792193056,6317.6
12-03-2018,22:44:49,-2.801059,36.921162,49,44,22,12,2,2018,1,0,1.5182320391234672,-44.665918013417226,6317.6
10-12-2018,01:47:17,-1.612937,37.874123,17,47,1,10,11,2018,1,0,1.1061967303802689,-44.573576104037315,6317.6
29-06-2018,00:24:45,-2.917993,37.196953,45,24,0,29,5,2018,5,0,1.6752093856339278,-44.84137435251566,6317.6
11-03-2018,13:56:43,-2.189642,37.673092,43,56,13,11,2,2018,0,1,1.2443382687878717,-44.401687692039744,6317.6
03-01-2019,09:04:56,-1.542484,37.054324,56,4,9,3,0,2019,4,0,0.3490007639332631,-45.52014015817212,6317.6
26-02-2018,06:46:15,-2.582003,37.680162,15,46,6,26,1,2018,1,0,1.556688586300101,-44.429774471127416,6317.6
03-08-2018,21:09:23,-0.60445,37.479093,23,9,21,3,7,2018,5,0,0.9503224171937651,-45.71113087571341,6317.6
21-09-2018,15:50:57,-3.025522,37.049695,57,50,15,21,8,2018,5,0,1.7546016136072031,-44.54517905056062,6317.6
03-07-2018,23:13:36,-1.613317,36.495901,36,13,23,3,6,2018,2,0,0.4583991108935495,-45.93163639768734,6317.6
22-07-2018,00:35:31,-0.874814,37.229679,31,35,0,22,6,2018,0,1,0.5826782410224352,-45.5355865437772,6317.6
26-08-2018,04:50:43,-2.607963,36.468431,43,50,4,26,7,2018,0,1,1.3668261399095338,-45.46039879483366,6317.6
06-01-2019,02:09:41,-2.293495,37.29937,41,9,2,6,0,2019,0,1,1.1165698477233768,-44.76641354074216,6317.6
07-03-2018,14:14:00,-2.486369,36.936724,0,14,14,7,2,2018,3,0,1.2059156228364403,-44.919038678788674,6317.6
05-03-2018,20:22:46,-3.012098,37.193421,46,22,20,5,2,2018,1,0,1.7662379476970258,-44.46464083358661,6317.6
12-05-2018,11:31:19,-1.022599,37.650141,19,31,11,12,4,2018,6,0,0.8736919129899274,-45.04996280886331,6317.6
21-05-2018,19:22:17,-2.356942,37.456406,17,22,19,21,4,2018,1,0,1.2468514880682477,-44.55495678641968,6317.6
08-08-2018,22:06:55,-1.059964,36.401764,55,6,22,8,7,2018,3,0,0.4731537396090184,-46.149539156144016,6317.6
11-04-2018,04:46:11,-2.797678,36.461563,11,46,4,11,3,2018,3,0,1.5525747895418758,-45.051545292134165,6317.6
18-11-2018,00:23:50,-1.778713,37.111625,50,23,0,18,10,2018,0,1,0.5736335577526814,-45.09335750274952,6317.6
10-12-2018,23:02:56,-1.94272,36.450818,56,2,23,10,11,2018,1,0,0.7516801218510439,-45.56394431851752,6317.6
24-02-2018,10:55:32,-2.365981,36.360228,32,55,10,24,1,2018,6,0,1.1723324257602872,-45.586463028451554,6317.6
28-01-2018,21:48:36,-2.152701,37.824014,36,48,21,28,0,2018,0,1,1.328203523194017,-44.613544896573124,6317.6
29-04-2018,19:06:40,-2.491385,36.887216,40,6,19,29,3,2018,0,1,1.2070270834016115,-45.32074562271735,6317.6
15-05-2018,17:07:16,-2.1040740000000002,37.455949,16,7,17,15,4,2018,2,0,1.03758356882759,-44.605284989096674,6317.6
16-01-2018,21:23:47,-2.155857,37.86198,47,23,21,16,0,2018,2,0,1.3592247025687139,-44.23985217896168,6317.6
17-04-2018,13:39:55,-0.886652,36.91192,55,39,13,17,3,2018,2,0,0.41080067061532494,-45.725841436232486,6317.6
15-08-2018,14:48:52,-1.255805,37.739267,52,48,14,15,7,2018,3,0,0.9225510928897106,-44.82473719773217,6317.6
08-02-2018,19:09:32,-2.922549,37.240149,32,9,19,8,1,2018,4,0,1.6899366695459341,-44.39357428171455,6317.6
23-04-2018,14:55:51,-1.207419,36.694061,51,55,14,23,3,2018,1,0,0.14630495256142273,-45.8579221797217,6317.6
13-11-2018,12:51:16,-2.105079,36.885082,16,51,12,13,10,2018,2,0,0.8214975106359116,-45.08300434380215,6317.6
16-11-2018,13:29:19,-2.304476,37.664083,19,29,13,16,10,2018,5,0,1.3242631910496492,-44.32572096400492,6317.6
09-11-2018,10:53:51,-2.240743,36.788485,51,53,10,9,10,2018,5,0,0.9547865886992758,-45.13463774370117,6317.6
31-07-2018,08:42:21,-0.624656,36.498042,21,42,8,31,6,2018,2,0,0.7346884197059323,-46.66457397662678,6317.6
19-07-2018,13:20:56,-0.973648,37.802049,56,20,13,19,6,2018,4,0,1.0332904641759724,-44.93838947060544,6317.6
20-11-2018,00:10:46,-1.640186,37.303608,46,10,0,20,10,2018,2,0,0.6014504846070028,-45.03641807903716,6317.6
25-07-2018,20:08:34,-1.53693,37.44006,34,8,20,25,6,2018,3,0,0.6713394977580308,-45.116236154555224,6317.6
06-02-2018,03:56:36,-0.66446,37.293999,36,56,3,6,1,2018,2,0,0.7836523688581569,-45.70017814875382,6317.6
21-03-2018,05:05:57,-1.954984,36.432859,57,5,5,21,2,2018,3,0,0.7712035778709786,-45.636319038757506,6317.6
02-03-2018,18:26:12,-2.898916,36.531232,12,26,18,2,2,2018,5,0,1.6376917224587775,-45.1820464535245,6317.6
02-01-2018,01:06:49,-2.465374,36.930615,49,6,1,2,0,2018,2,0,1.1844253357172843,-45.12315291298537,6317.6
16-11-2018,23:31:40,-1.905785,37.432323,40,31,23,16,10,2018,5,0,0.8729257785264437,-44.736298786403765,6317.6
08-05-2018,22:57:54,-1.0692,36.694116,54,57,22,8,4,2018,2,0,0.2496525488954587,-45.903321339223105,6317.6
12-08-2018,15:29:42,-2.08317,36.706726,42,29,15,12,7,2018,0,1,0.8044063332483148,-45.249282140391806,6317.6
16-12-2018,08:45:56,-1.513789,36.680272,56,45,8,16,11,2018,0,1,0.26545496115348644,-45.58060640689123,6317.6
18-11-2018,23:27:50,-1.445484,37.139985,50,27,23,18,10,2018,0,1,0.3598423650280812,-45.246144424078445,6317.6
17-05-2018,06:08:26,-1.518344,36.919248,26,8,6,17,4,2018,4,0,0.253401307514387,-45.383973945014006,6317.6
18-06-2018,03:53:43,-1.870793,36.984523,43,53,3,18,5,2018,1,0,0.6078793673221697,-45.151605763244696,6317.6
12-09-2018,14:22:57,-2.610115,37.567177,57,22,14,12,8,2018,3,0,1.5214077445550236,-44.24207418671462,6317.6
16-04-2018,07:55:50,-0.848197,37.259401,50,55,7,16,3,2018,1,0,0.6225219775622373,-45.447299449412,6317.6
30-05-2018,21:32:53,-2.788899,36.720187,53,32,21,30,4,2018,3,0,1.5056401580045609,-45.3821870506854,6317.6
05-07-2018,11:34:37,-1.800304,37.066399,37,34,11,5,6,2018,4,0,0.5711368541785753,-45.27715411308479,6317.6
12-11-2018,15:35:09,-1.755063,37.414162,9,35,15,12,10,2018,1,0,0.758941030645332,-44.845946029982585,6317.6
22-11-2018,12:25:16,-2.666014,37.340679,16,25,12,22,10,2018,4,0,1.4755918556840177,-44.520763387436645,6317.6
21-04-2018,16:37:11,-0.59306,36.464311,11,37,16,21,3,2018,6,0,0.7779794225974086,-46.31562690550376,6317.6
17-07-2018,17:34:33,-2.933315,37.134075,33,34,17,17,6,2018,2,0,1.677128629348388,-44.43512736641044,6317.6
02-08-2018,13:42:30,-1.99892,37.540424,30,42,13,2,7,2018,4,0,1.0152438684188172,-44.90690605977205,6317.6
22-10-2018,03:36:38,-1.819755,37.212398,38,36,3,22,9,2018,1,0,0.6638091371629359,-45.06996783939843,6317.6
27-02-2018,01:42:18,-2.279118,36.594843,18,42,1,27,1,2018,2,0,1.0173316724849375,-45.56880441247738,6317.6
15-11-2018,16:28:09,-2.722046,37.562478,9,28,16,15,10,2018,4,0,1.6175648477492335,-44.17686817729713,6317.6
23-05-2018,01:15:04,-2.582732,37.247714,4,15,1,23,4,2018,3,0,1.3659530280101153,-44.67753133137463,6317.6
01-02-2018,17:35:40,-2.051502,36.964231,40,35,17,1,1,2018,4,0,0.7791079866315068,-45.39191779608025,6317.6
26-05-2018,16:21:37,-2.918743,37.043961,37,21,16,26,4,2018,6,0,1.6480260016031307,-44.80745935193838,6317.6
25-07-2018,08:26:14,-2.567405,36.482357,14,26,8,25,6,2018,3,0,1.3240608861423249,-45.42141356241603,6317.6
14-01-2018,14:52:55,-1.305122,37.292843,55,52,14,14,0,2018,0,1,0.47598877054926336,-45.178002905232425,6317.6
23-06-2018,10:06:19,-1.840874,36.711648,19,6,10,23,5,2018,6,0,0.5644463622435707,-45.51956439653856,6317.6
07-07-2018,11:36:36,-2.614992,36.802591,36,36,11,7,6,2018,6,0,1.3286835691890677,-44.952734692587896,6317.6
10-03-2018,13:41:06,-2.468758,37.187823,6,41,13,10,2,2018,6,0,1.2390887022973787,-44.65898592686901,6317.6
09-01-2019,19:14:46,-1.299531,37.514936,46,14,19,9,0,2019,3,0,0.6978367592302661,-45.06879784496511,6317.6
03-11-2018,10:35:38,-1.477606,36.607385,38,35,10,3,10,2018,6,0,0.28389421856212405,-45.920895104554525,6317.6
