,datetime,latitude,longitude
436,10-16-2018 02:57:43,-2.698496,37.398111
437,02-19-2018 11:52:31,-2.303029,37.67169
438,12-22-2018 00:24:20,-1.938244,37.249119
439,08-15-2018 08:23:05,-2.706489,37.385858
440,01-11-2018 08:43:47,-2.042693,37.770658
441,02-21-2018 21:22:21,-2.76903,37.511833
442,05-12-2018 22:29:09,-0.885812,36.826244
443,12-18-2018 14:00:01,-2.449921,37.77369
444,10-20-2018 00:34:04,-0.656389,37.058571
445,10-09-2018 04:15:18,-1.650833,37.704895
446,01-20-2018 20:20:32,-2.217662,37.143229
447,10-09-2018 15:32:39,-0.792028,37.481599
448,12-06-2018 10:15:40,-2.656805,36.697283
449,07-06-2018 21:40:26,-2.863235,36.88031
450,03-11-2018 13:16:47,-1.5601,37.508696
451,06-21-2018 21:56:18,-2.56675,37.852345
452,07-26-2018 21:00:44,-2.953739,36.794111
453,09-09-2018 02:33:00,-1.615698,37.477224
454,11-21-2018 11:02:19,-1.236876,36.410733
455,05-05-2018 04:20:21,-1.786764,37.462079
456,06-06-2018 06:21:54,-1.946815,37.266681
457,06-17-2018 02:54:39,-2.68432,37.605328
458,09-23-2018 09:47:28,-2.906692,37.193681
459,07-31-2018 01:35:38,-2.156096,36.534197
460,03-30-2018 19:22:33,-2.482561,37.313512
461,03-29-2018 07:28:56,-1.193425,37.706337
462,07-27-2018 08:22:10,-2.459838,37.84078
463,02-09-2018 18:35:10,-2.226432,36.841326
464,01-23-2018 08:56:40,-1.365693,37.651389
465,06-17-2018 19:10:24,-1.869463,36.829872
466,02-13-2018 09:24:30,-0.653543,36.932597
467,10-29-2018 14:36:43,-2.829122,37.501719
468,06-24-2018 22:32:01,-2.259423,37.645249
469,09-09-2018 07:41:31,-1.513657,37.400674
470,05-29-2018 04:23:52,-1.356695,36.608139
471,05-04-2018 03:22:40,-2.399296,37.200305
472,09-29-2018 04:21:35,-0.932685,37.741155
473,11-11-2018 09:30:37,-0.622608,37.402921
474,02-15-2018 21:36:06,-1.767929,37.324998
475,02-26-2018 12:31:56,-2.254039,36.963746
476,12-27-2018 22:43:33,-1.837724,36.651401
477,09-27-2018 22:59:00,-1.635601,37.231542
478,06-16-2018 04:53:49,-1.082173,37.796696
479,01-07-2018 20:02:45,-2.920151,37.411144
480,03-22-2018 09:06:24,-1.847072,36.891044
481,07-30-2018 04:26:51,-1.667191,37.755231
482,05-17-2018 12:59:22,-0.740514,36.742199
483,06-23-2018 02:55:30,-2.274858,37.486663
484,08-09-2018 04:33:41,-1.887144,36.352288
485,01-05-2018 20:12:06,-1.967401,37.003727
486,07-14-2018 14:21:33,-0.760319,36.85855
487,07-21-2018 23:05:48,-2.112623,36.856387
488,10-28-2018 22:15:28,-0.941707,37.724558
489,11-09-2018 20:03:26,-2.796017,37.389992
490,11-23-2018 14:26:03,-1.422787,37.58635
491,02-05-2018 21:44:45,-2.866878,37.873371
492,12-21-2018 01:04:37,-2.249532,37.382296
493,12-20-2018 13:38:36,-1.575223,36.582774
494,05-01-2018 05:49:39,-1.812511,37.030035
495,02-04-2018 16:25:20,-1.316063,37.042401
496,07-20-2018 14:00:52,-2.369533,37.205656
497,12-21-2018 16:28:05,-0.897472,36.735755
498,10-02-2018 13:21:31,-2.036146,36.447253
499,08-29-2018 02:38:13,-1.544093,37.100082
500,06-07-2018 00:22:18,-0.977292,37.090708
501,07-31-2018 12:45:40,-2.28202,37.13074
502,12-30-2018 20:37:48,-2.295967,37.05291
503,11-02-2018 02:07:14,-2.221723,37.377286
504,08-14-2018 00:21:09,-0.786007,36.823137
505,05-18-2018 15:10:47,-2.541967,37.186329
506,11-24-2018 23:25:46,-1.828986,36.401231
507,09-05-2018 09:02:25,-1.369809,37.568866
508,05-13-2018 13:56:27,-2.528192,36.885565
509,07-18-2018 16:33:41,-1.035276,37.407934
510,01-14-2018 19:02:54,-0.627184,36.464772
511,11-03-2018 06:05:02,-0.829484,37.274731
512,08-29-2018 16:22:43,-2.049973,36.493033
513,12-10-2018 14:15:55,-1.828428,36.761228
514,04-13-2018 10:11:19,-1.272244,37.462538
515,11-11-2018 11:10:55,-0.614784,37.440438
516,10-09-2018 03:17:27,-2.297741,37.008365
517,07-25-2018 06:18:58,-2.037144,36.367659
518,12-09-2018 17:12:54,-1.08479,36.712534
519,04-13-2018 04:24:56,-2.619955,36.672846
520,07-05-2018 04:19:24,-1.684479,36.415
521,11-10-2018 07:25:45,-1.403733,36.721633
522,08-27-2018 14:04:41,-1.934341,36.473894
523,02-23-2018 00:31:55,-1.184059,37.843663
524,12-19-2018 22:25:49,-1.038286,36.432491
525,02-02-2018 00:49:54,-2.524679,37.720138
526,05-14-2018 07:14:30,-0.896783,37.699365
527,07-13-2018 06:20:57,-1.175403,37.466484
528,07-11-2018 13:27:27,-0.865327,36.720739
529,06-18-2018 12:03:48,-1.34509,36.918675
530,08-15-2018 05:52:02,-2.521741,37.359719
531,08-18-2018 21:54:23,-0.978358,36.456305
532,11-08-2018 08:38:19,-1.260687,37.155274
533,06-06-2018 17:50:11,-2.979666,37.087701
534,10-02-2018 21:33:17,-0.598818,37.722888
535,05-19-2018 02:02:04,-2.924921,36.828947
536,04-05-2018 16:22:17,-2.183505,37.833464
